Date_and_Time;In_Motorcycle;In_Car;In_BusTruck;In_Total;In_PCE;In_Velocity;In_VCRatio;Out_Motorcycle;Out_Car;Out_BusTruck;Out_Total;Out_PCE;Out_Velocity;Out_VCRatio;Total_Motorcycle;Total_Car;Total_BusTruck;Total_Total;Total_PCE;Total_Velocity;Total_VCRatio
2023-03-05 21:00;4.115;860;63;5.038;1.971;23,7;0,28 ;1.200;675;41;1.916;1.028;28,9;0,14 ;5.315;1.535;104;6.954;2.999;26,3;0,21 
2023-03-05 22:00;4.216;649;53;4.918;1.772;28,8;0,25 ;902;490;29;1.421;753;34,3;0,11 ;5.118;1.139;82;6.339;2.525;31,6;0,18 
2023-03-05 23:00;4.318;341;28;4.687;1.457;26,2;0,21 ;629;382;16;1.027;560;36,2;0,08 ;4.947;723;44;5.714;2.017;31,3;0,14 
2023-03-06 00:00;4.702;324;21;5.047;1.527;26,4;0,21 ;423;215;15;653;340;40,1;0,05 ;5.125;539;36;5.700;1.867;33,3;0,13 
2023-03-06 01:00;4.388;220;16;4.624;1.338;24,7;0,19 ;280;191;14;485;279;40,4;0,04 ;4.668;411;30;5.109;1.617;32,4;0,11 
2023-03-06 02:00;3.550;147;14;3.711;1.053;22,8;0,15 ;163;93;10;266;147;42,6;0,02 ;3.713;240;24;3.977;1.199;32,7;0,08 
2023-03-06 03:00;3.379;182;17;3.578;1.049;23,8;0,15 ;111;235;14;360;281;39,8;0,04 ;3.490;417;31;3.938;1.330;31,8;0,09 
2023-03-06 04:00;3.720;168;24;3.912;1.129;21,1;0,16 ;143;131;18;292;190;41,4;0,03 ;3.863;299;42;4.204;1.319;31,0;0,09 
2023-03-06 05:00;4.251;300;39;4.590;1.413;20,8;0,20 ;640;293;55;988;525;38,7;0,07 ;4.891;593;94;5.578;1.938;29,8;0,14 
2023-03-06 06:00;4.642;543;88;5.273;1.818;20,9;0,26 ;1.315;597;73;1.985;1.021;38,3;0,14 ;5.957;1.140;161;7.258;2.839;29,7;0,20 
2023-03-06 07:00;5.908;593;124;6.625;2.231;20,8;0,31 ;2.485;924;111;3.520;1.690;31,5;0,24 ;8.393;1.517;235;10.145;3.921;26,2;0,28 
2023-03-06 08:00;3.498;691;125;4.314;1.728;25,3;0,24 ;2.678;1.076;93;3.847;1.866;29,7;0,26 ;6.176;1.767;218;8.161;3.594;27,6;0,25 
2023-03-06 09:00;2.015;538;120;2.673;1.198;24,4;0,17 ;2.229;1.129;101;3.459;1.818;28,0;0,26 ;4.244;1.667;221;6.132;3.015;26,3;0,21 
2023-03-06 10:00;1.738;582;62;2.382;1.097;24,0;0,15 ;1.811;980;81;2.872;1.538;29,2;0,22 ;3.549;1.562;143;5.254;2.635;26,8;0,19 
2023-03-06 11:00;1.523;509;54;2.086;960;25,5;0,14 ;1.772;987;73;2.832;1.525;28,1;0,21 ;3.295;1.496;127;4.918;2.485;26,9;0,17 
2023-03-06 12:00;1.370;498;51;1.919;907;22,7;0,13 ;1.622;1.132;70;2.824;1.629;28,7;0,23 ;2.992;1.630;121;4.743;2.535;26,3;0,18 
2023-03-06 13:00;1.321;504;61;1.886;914;19,8;0,13 ;1.801;1.122;63;2.986;1.654;28,0;0,23 ;3.122;1.626;124;4.872;2.568;24,6;0,18 
2023-03-06 14:00;719;283;77;1.079;563;11,3;0,08 ;2.152;1.130;92;3.374;1.788;28,2;0,25 ;2.871;1.413;169;4.453;2.350;22,7;0,17 
2023-03-06 15:00;1.038;324;129;1.491;751;14,0;0,11 ;2.071;1.150;101;3.322;1.799;25,0;0,25 ;3.109;1.474;230;4.813;2.550;20,8;0,18 
2023-03-06 16:00;1.826;564;150;2.540;1.216;24,5;0,17 ;2.544;1.092;131;3.767;1.898;25,9;0,27 ;4.370;1.656;281;6.307;3.114;25,2;0,22 
2023-03-06 17:00;2.051;445;94;2.590;1.080;26,7;0,15 ;3.197;1.114;123;4.434;2.073;25,8;0,29 ;5.248;1.559;217;7.024;3.153;26,2;0,22 
2023-03-06 18:00;1.918;454;58;2.430;1.009;22,3;0,14 ;2.574;986;82;3.642;1.736;26,2;0,24 ;4.492;1.440;140;6.072;2.745;24,5;0,19 
2023-03-06 19:00;1.963;474;72;2.509;1.058;24,1;0,15 ;2.166;863;65;3.094;1.489;26,9;0,21 ;4.129;1.337;137;5.603;2.547;25,5;0,18 
2023-03-06 20:00;1.554;414;50;2.018;868;24,9;0,12 ;1.646;656;88;2.390;1.182;29,1;0,17 ;3.200;1.070;138;4.408;2.049;27,0;0,14 
2023-03-06 21:00;1.500;458;41;1.999;886;26,0;0,12 ;1.292;664;48;2.004;1.049;29,4;0,15 ;2.792;1.122;89;4.003;1.936;27,7;0,14 
2023-03-06 22:00;1.408;344;23;1.775;726;28,1;0,10 ;1.033;560;32;1.625;860;30,4;0,12 ;2.441;904;55;3.400;1.586;29,2;0,11 
2023-03-06 23:00;781;217;13;1.011;429;28,3;0,06 ;302;316;26;644;425;32,6;0,06 ;1.083;533;39;1.655;854;30,5;0,06 
2023-03-07 00:00;637;228;12;877;403;31,1;0,06 ;348;231;24;603;349;35,7;0,05 ;985;459;36;1.480;752;33,4;0,05 
2023-03-07 01:00;351;145;1;497;234;34,0;0,03 ;228;192;14;434;267;36,9;0,04 ;579;337;15;931;501;35,5;0,04 
2023-03-07 02:00;218;99;17;334;176;34,0;0,02 ;89;81;15;185;123;39,8;0,02 ;307;180;32;519;298;36,8;0,02 
2023-03-07 03:00;154;92;5;251;137;34,4;0,02 ;120;138;11;269;182;41,1;0,03 ;274;230;16;520;319;37,8;0,02 
2023-03-07 04:00;171;98;15;284;160;36,6;0,02 ;106;134;13;253;177;39,2;0,02 ;277;232;28;537;338;38,0;0,02 
2023-03-07 05:00;655;192;35;882;401;34,0;0,06 ;418;184;46;648;348;39,5;0,05 ;1.073;376;81;1.530;750;36,7;0,05 
2023-03-07 06:00;1.679;412;99;2.190;960;29,1;0,14 ;1.255;474;85;1.814;898;37,8;0,13 ;2.934;886;184;4.004;1.859;33,4;0,13 
2023-03-07 07:00;2.379;443;148;2.970;1.230;25,8;0,17 ;2.454;970;98;3.522;1.711;31,7;0,24 ;4.833;1.413;246;6.492;2.941;28,9;0,21 
2023-03-07 08:00;2.027;412;113;2.552;1.066;26,0;0,15 ;2.823;1.191;114;4.128;2.045;28,5;0,29 ;4.850;1.603;227;6.680;3.111;27,5;0,22 
2023-03-07 09:00;1.095;342;50;1.487;681;25,2;0,10 ;2.120;1.028;81;3.229;1.663;28,7;0,23 ;3.215;1.370;131;4.716;2.344;27,5;0,16 
2023-03-07 10:00;759;361;48;1.168;613;18,0;0,09 ;1.688;1.040;101;2.829;1.593;27,5;0,22 ;2.447;1.401;149;3.997;2.206;24,6;0,16 
2023-03-07 11:00;1.351;587;49;1.987;988;18,3;0,14 ;1.494;1.081;94;2.669;1.577;28,2;0,22 ;2.845;1.668;143;4.656;2.565;24,1;0,18 
2023-03-07 12:00;706;375;31;1.112;592;22,1;0,08 ;1.610;994;87;2.691;1.510;27,1;0,21 ;2.316;1.369;118;3.803;2.101;25,7;0,15 
2023-03-07 13:00;686;435;62;1.183;687;13,0;0,10 ;1.700;1.045;78;2.823;1.571;29,1;0,22 ;2.386;1.480;140;4.006;2.259;24,4;0,16 
2023-03-07 14:00;1.030;500;39;1.569;808;23,3;0,11 ;1.776;1.047;74;2.897;1.587;29,0;0,22 ;2.806;1.547;113;4.466;2.395;27,0;0,17 
2023-03-07 15:00;823;335;59;1.217;617;23,8;0,09 ;1.820;1.033;105;2.958;1.625;26,8;0,23 ;2.643;1.368;164;4.175;2.242;25,9;0,16 
2023-03-07 16:00;1.027;390;73;1.490;742;22,0;0,10 ;2.731;1.114;131;3.976;1.967;25,9;0,28 ;3.758;1.504;204;5.466;2.709;24,6;0,19 
2023-03-07 17:00;1.577;547;45;2.169;1.000;22,8;0,14 ;3.222;1.117;113;4.452;2.069;27,0;0,29 ;4.799;1.664;158;6.621;3.069;25,3;0,22 
2023-03-07 18:00;1.884;782;123;2.789;1.413;16,9;0,20 ;2.455;960;77;3.492;1.674;25,9;0,24 ;4.339;1.742;200;6.281;3.087;21,8;0,22 
2023-03-07 19:00;1.801;765;77;2.643;1.315;21,7;0,19 ;1.998;788;81;2.867;1.393;27,9;0,20 ;3.799;1.553;158;5.510;2.708;24,8;0,19 
2023-03-07 20:00;1.392;640;73;2.105;1.083;19,9;0,15 ;1.403;676;62;2.141;1.107;28,2;0,16 ;2.795;1.316;135;4.246;2.190;24,1;0,15 
2023-03-07 21:00;1.361;491;62;1.914;912;21,4;0,13 ;966;632;40;1.638;926;27,0;0,13 ;2.327;1.123;102;3.552;1.837;24,7;0,13 
2023-03-07 22:00;2.652;619;33;3.304;1.325;28,4;0,19 ;924;578;31;1.533;849;31,9;0,12 ;3.576;1.197;64;4.837;2.174;30,3;0,15 
2023-03-07 23:00;3.130;1.126;183;4.439;2.146;25,1;0,30 ;570;410;19;999;577;35,3;0,08 ;3.700;1.536;202;5.438;2.724;30,3;0,19 
2023-03-08 00:00;505;261;15;781;407;32,3;0,06 ;316;252;14;582;349;36,9;0,05 ;821;513;29;1.363;756;34,7;0,05 
2023-03-08 01:00;346;191;9;546;289;33,9;0,04 ;223;193;18;434;272;39,0;0,04 ;569;384;27;980;561;36,5;0,04 
2023-03-08 02:00;241;122;14;377;200;34,1;0,03 ;139;98;12;249;148;41,7;0,02 ;380;220;26;626;349;37,9;0,02 
2023-03-08 03:00;149;71;9;229;120;36,0;0,02 ;115;155;8;278;194;38,6;0,03 ;264;226;17;507;314;37,4;0,02 
2023-03-08 04:00;185;132;27;344;213;36,2;0,03 ;113;105;12;230;149;44,4;0,02 ;298;237;39;574;362;40,2;0,03 
2023-03-08 05:00;602;257;47;906;469;37,2;0,07 ;426;217;63;706;405;41,5;0,06 ;1.028;474;110;1.612;874;39,4;0,06 
2023-03-08 06:00;1.662;601;119;2.382;1.171;29,8;0,16 ;1.279;557;105;1.941;1.013;36,7;0,14 ;2.941;1.158;224;4.323;2.184;33,3;0,15 
2023-03-08 07:00;2.316;673;145;3.134;1.441;25,9;0,20 ;2.400;1.004;108;3.512;1.744;32,5;0,25 ;4.716;1.677;253;6.646;3.185;29,4;0,22 
2023-03-08 08:00;2.490;628;91;3.209;1.369;27,2;0,19 ;2.630;1.080;106;3.816;1.875;29,4;0,26 ;5.120;1.708;197;7.025;3.244;28,4;0,23 
2023-03-08 09:00;1.653;597;55;2.305;1.082;24,0;0,15 ;1.453;503;70;2.026;957;36,6;0,13 ;3.106;1.100;125;4.331;2.039;31,1;0,14 
2023-03-08 10:00;1.152;488;43;1.683;832;26,5;0,12 ;1.373;689;48;2.110;1.095;34,3;0,15 ;2.525;1.177;91;3.793;1.927;31,4;0,14 
2023-03-08 11:00;1.090;458;27;1.575;766;27,1;0,11 ;1.288;686;46;2.020;1.068;32,8;0,15 ;2.378;1.144;73;3.595;1.833;30,5;0,13 
2023-03-08 12:00;2.321;911;99;3.331;1.620;20,1;0,23 ;897;717;52;1.666;1.009;29,2;0,14 ;3.218;1.628;151;4.997;2.629;25,2;0,19 
2023-03-08 13:00;2.156;845;85;3.086;1.495;17,3;0,21 ;978;680;38;1.696;974;28,7;0,14 ;3.134;1.525;123;4.782;2.468;24,1;0,17 
2023-03-08 14:00;381;154;27;562;284;18,6;0,04 ;1.309;615;37;1.961;990;31,8;0,14 ;1.690;769;64;2.523;1.275;29,7;0,09 
2023-03-08 15:00;0;0;0;0;0;;0,00 ;1.386;648;48;2.082;1.057;33,5;0,15 ;1.386;648;48;2.082;1.057;33,5;0,07 
2023-03-08 16:00;313;87;9;409;177;23,3;0,02 ;2.050;643;77;2.770;1.256;32,0;0,18 ;2.363;730;86;3.179;1.433;31,3;0,10 
2023-03-08 17:00;260;38;1;299;104;18,4;0,01 ;2.787;891;72;3.750;1.681;28,9;0,24 ;3.047;929;73;4.049;1.786;28,1;0,13 
2023-03-08 18:00;;;;;;;;2.610;965;94;3.669;1.740;25,5;0,24 ;2.610;965;94;3.669;1.740;25,5;0,24 
2023-03-08 19:00;0;0;0;0;0;;0,00 ;2.155;785;71;3.011;1.416;27,6;0,20 ;2.155;785;71;3.011;1.416;27,6;0,10 
2023-03-08 20:00;584;111;12;707;273;29,9;0,04 ;1.547;630;67;2.244;1.104;29,2;0,16 ;2.131;741;79;2.951;1.376;29,4;0,10 
2023-03-08 21:00;2.250;666;21;2.937;1.256;25,6;0,18 ;1.275;729;52;2.056;1.115;29,6;0,16 ;3.525;1.395;73;4.993;2.371;27,9;0,17 
2023-03-08 22:00;2.890;747;90;3.727;1.587;25,5;0,22 ;1.014;528;32;1.574;823;33,5;0,12 ;3.904;1.275;122;5.301;2.410;29,5;0,17 
2023-03-08 23:00;3.380;1.169;339;4.888;2.455;18,8;0,35 ;674;376;24;1.074;576;35,0;0,08 ;4.054;1.545;363;5.962;3.030;27,1;0,21 
2023-03-09 00:00;4.849;1.721;248;6.818;3.256;28,6;0,46 ;446;235;20;701;373;39,0;0,05 ;5.295;1.956;268;7.519;3.628;33,9;0,26 
2023-03-09 01:00;4.764;676;61;5.501;1.946;33,8;0,27 ;311;192;13;516;287;40,2;0,04 ;5.075;868;74;6.017;2.233;37,0;0,16 
2023-03-09 02:00;3.928;276;26;4.230;1.292;29,8;0,18 ;166;133;15;314;194;39,9;0,03 ;4.094;409;41;4.544;1.486;34,9;0,10 
2023-03-09 03:00;3.217;174;33;3.424;1.021;19,9;0,14 ;105;144;13;262;187;40,0;0,03 ;3.322;318;46;3.686;1.208;29,7;0,09 
2023-03-09 04:00;2.505;292;59;2.856;995;22,5;0,14 ;116;135;16;267;185;41,2;0,03 ;2.621;427;75;3.123;1.180;31,8;0,08 
2023-03-09 05:00;1.643;767;184;2.594;1.417;24,3;0,20 ;348;184;55;587;343;35,2;0,05 ;1.991;951;239;3.181;1.759;29,8;0,12 
2023-03-09 06:00;1.287;379;81;1.747;806;27,0;0,11 ;1.152;513;76;1.741;900;35,3;0,13 ;2.439;892;157;3.488;1.706;31,6;0,12 
2023-03-09 07:00;2.938;808;142;3.888;1.727;22,0;0,24 ;2.227;947;99;3.273;1.632;27,4;0,23 ;5.165;1.755;241;7.161;3.360;24,8;0,24 
2023-03-09 08:00;4.318;1.052;180;5.550;2.366;22,5;0,33 ;2.690;1.045;88;3.823;1.832;25,5;0,26 ;7.008;2.097;268;9.373;4.197;24,1;0,30 
2023-03-09 09:00;1.834;522;54;2.410;1.051;25,9;0,15 ;2.333;927;93;3.353;1.631;30,0;0,23 ;4.167;1.449;147;5.763;2.682;28,1;0,19 
2023-03-09 10:00;1.915;658;73;2.646;1.232;24,8;0,17 ;1.825;803;71;2.699;1.352;31,1;0,19 ;3.740;1.461;144;5.345;2.583;28,5;0,18 
2023-03-09 11:00;1.263;417;44;1.724;790;25,7;0,11 ;1.744;957;88;2.789;1.507;27,1;0,21 ;3.007;1.374;132;4.513;2.297;26,6;0,16 
2023-03-09 12:00;914;379;24;1.317;639;26,8;0,09 ;1.698;1.011;69;2.778;1.525;30,0;0,21 ;2.612;1.390;93;4.095;2.164;28,8;0,15 
2023-03-09 13:00;1.190;506;66;1.762;889;22,3;0,13 ;1.656;1.023;71;2.750;1.529;29,3;0,22 ;2.846;1.529;137;4.512;2.419;26,5;0,17 
2023-03-09 14:00;2.147;778;90;3.015;1.432;22,7;0,20 ;1.641;929;84;2.654;1.448;30,1;0,20 ;3.788;1.707;174;5.669;2.880;27,1;0,20 
2023-03-09 15:00;1.288;565;68;1.921;975;24,2;0,14 ;1.810;1.003;105;2.918;1.592;28,2;0,22 ;3.098;1.568;173;4.839;2.567;26,6;0,18 
2023-03-09 16:00;1.533;610;75;2.218;1.091;24,4;0,15 ;2.489;1.107;137;3.733;1.907;25,0;0,27 ;4.022;1.717;212;5.951;2.998;24,7;0,21 
2023-03-09 17:00;2.206;731;84;3.021;1.392;25,4;0,20 ;3.086;1.134;101;4.321;2.037;26,1;0,29 ;5.292;1.865;185;7.342;3.429;25,8;0,24 
2023-03-09 18:00;1.780;658;111;2.549;1.247;19,1;0,18 ;1.778;653;133;2.564;1.270;9,6;0,18 ;3.558;1.311;244;5.113;2.518;14,0;0,18 
2023-03-09 19:00;1.990;754;60;2.804;1.330;22,5;0,19 ;1.629;621;65;2.315;1.113;17,4;0,16 ;3.619;1.375;125;5.119;2.442;20,1;0,17 
2023-03-09 20:00;1.361;781;106;2.248;1.259;13,3;0,18 ;1.659;658;53;2.370;1.142;29,2;0,16 ;3.020;1.439;159;4.618;2.401;21,4;0,17 
2023-03-09 21:00;1.842;821;41;2.704;1.335;25,6;0,19 ;1.355;739;45;2.139;1.136;29,5;0,16 ;3.197;1.560;86;4.843;2.471;27,6;0,17 
2023-03-09 22:00;1.714;703;32;2.449;1.173;28,0;0,17 ;1.084;598;58;1.740;944;31,3;0,13 ;2.798;1.301;90;4.189;2.118;29,7;0,15 
2023-03-09 23:00;1.071;413;17;1.501;703;29,9;0,10 ;668;361;28;1.057;564;35,1;0,08 ;1.739;774;45;2.558;1.267;32,6;0,09 
2023-03-10 00:00;809;316;23;1.148;548;31,2;0,08 ;493;254;23;770;407;38,3;0,06 ;1.302;570;46;1.918;955;34,8;0,07 
2023-03-10 01:00;513;254;20;787;408;35,3;0,06 ;281;168;19;468;263;40,9;0,04 ;794;422;39;1.255;671;38,2;0,05 
2023-03-10 02:00;341;187;17;545;294;35,5;0,04 ;170;156;25;351;231;41,2;0,03 ;511;343;42;896;525;38,5;0,04 
2023-03-10 03:00;215;141;14;370;213;34,8;0,03 ;131;151;17;299;206;41,7;0,03 ;346;292;31;669;419;38,2;0,03 
2023-03-10 04:00;169;158;29;356;238;35,7;0,03 ;130;135;18;283;191;42,1;0,03 ;299;293;47;639;429;38,9;0,03 
2023-03-10 05:00;614;252;63;929;487;35,8;0,07 ;384;171;46;601;327;41,7;0,05 ;998;423;109;1.530;814;38,8;0,06 
2023-03-10 06:00;1.576;563;89;2.228;1.073;30,4;0,15 ;1.167;550;85;1.802;952;36,9;0,13 ;2.743;1.113;174;4.030;2.025;33,7;0,14 
2023-03-10 07:00;2.444;706;126;3.276;1.481;27,0;0,21 ;2.379;889;101;3.369;1.615;31,4;0,23 ;4.823;1.595;227;6.645;3.096;29,2;0,22 
2023-03-10 08:00;2.390;605;96;3.091;1.327;28,1;0,19 ;2.669;1.060;104;3.833;1.862;30,4;0,26 ;5.059;1.665;200;6.924;3.190;29,3;0,22 
2023-03-10 09:00;1.913;655;89;2.657;1.249;27,0;0,18 ;1.994;923;85;3.002;1.532;30,3;0,22 ;3.907;1.578;174;5.659;2.781;28,8;0,20 
2023-03-10 10:00;1.556;617;52;2.225;1.074;24,7;0,15 ;1.713;972;83;2.768;1.508;30,4;0,21 ;3.269;1.589;135;4.993;2.582;27,9;0,18 
2023-03-10 11:00;1.349;523;44;1.916;917;26,4;0,13 ;1.791;1.074;78;2.943;1.623;28,2;0,23 ;3.140;1.597;122;4.859;2.541;27,4;0,18 
2023-03-10 12:00;1.098;549;44;1.691;881;28,3;0,12 ;1.272;962;66;2.300;1.366;29,1;0,19 ;2.370;1.511;110;3.991;2.247;28,8;0,16 
2023-03-10 13:00;1.272;652;35;1.959;1.016;24,5;0,14 ;1.828;1.076;72;2.976;1.627;28,1;0,23 ;3.100;1.728;107;4.935;2.642;26,6;0,19 
2023-03-10 14:00;1.547;784;67;2.398;1.258;22,7;0,18 ;1.772;1.081;84;2.937;1.633;29,4;0,23 ;3.319;1.865;151;5.335;2.891;26,2;0,20 
2023-03-10 15:00;930;316;45;1.291;607;27,4;0,09 ;1.121;602;53;1.776;951;29,4;0,13 ;2.051;918;98;3.067;1.558;28,6;0,11 
2023-03-10 16:00;;;;;;;;;;;;;;;;;;;;;
2023-03-10 17:00;2.185;616;56;2.857;1.235;25,4;0,17 ;2.910;1.038;83;4.031;1.873;25,8;0,26 ;5.095;1.654;139;6.888;3.108;25,6;0,22 
2023-03-10 18:00;1.995;705;67;2.767;1.291;25,9;0,18 ;2.659;930;84;3.673;1.704;26,1;0,24 ;4.654;1.635;151;6.440;2.995;26,0;0,21 
2023-03-10 19:00;3.260;940;97;4.297;1.881;24,8;0,26 ;2.110;892;56;3.058;1.492;27,1;0,21 ;5.370;1.832;153;7.355;3.373;26,0;0,24 
2023-03-10 20:00;1.616;836;87;2.539;1.353;17,5;0,19 ;1.629;674;68;2.371;1.170;29,2;0,16 ;3.245;1.510;155;4.910;2.523;23,6;0,18 
2023-03-10 21:00;1.798;875;40;2.713;1.377;21,1;0,19 ;1.553;755;53;2.361;1.212;28,5;0,17 ;3.351;1.630;93;5.074;2.589;24,8;0,18 
2023-03-10 22:00;2.007;850;38;2.895;1.401;23,9;0,20 ;1.336;591;41;1.968;978;31,5;0,14 ;3.343;1.441;79;4.863;2.379;27,8;0,17 
2023-03-10 23:00;1.243;511;21;1.775;849;29,1;0,12 ;855;498;32;1.385;753;33,6;0,11 ;2.098;1.009;53;3.160;1.602;31,4;0,11 
2023-03-11 00:00;1.223;414;11;1.648;734;31,3;0,10 ;763;379;23;1.165;600;35,4;0,08 ;1.986;793;34;2.813;1.334;33,4;0,09 
2023-03-11 01:00;830;332;19;1.181;564;32,5;0,08 ;565;269;20;854;436;37,4;0,06 ;1.395;601;39;2.035;1.000;35,0;0,07 
2023-03-11 02:00;544;259;15;818;415;34,7;0,06 ;273;194;12;479;278;40,4;0,04 ;817;453;27;1.297;692;37,6;0,05 
2023-03-11 03:00;334;186;17;537;292;34,5;0,04 ;198;237;22;457;315;40,2;0,04 ;532;423;39;994;607;37,5;0,04 
2023-03-11 04:00;279;189;20;488;285;35,6;0,04 ;159;183;13;355;240;37,9;0,03 ;438;372;33;843;524;36,8;0,04 
2023-03-11 05:00;324;180;32;536;303;36,3;0,04 ;304;234;38;576;359;40,3;0,05 ;628;414;70;1.112;662;38,4;0,05 
2023-03-11 06:00;661;284;65;1.010;534;34,8;0,08 ;688;289;54;1.031;531;38,5;0,07 ;1.349;573;119;2.041;1.065;36,7;0,07 
2023-03-11 07:00;1.067;447;58;1.572;789;31,7;0,11 ;1.011;414;67;1.492;754;35,0;0,11 ;2.078;861;125;3.064;1.543;33,3;0,11 
2023-03-11 08:00;1.151;489;61;1.701;856;32,9;0,12 ;1.067;495;73;1.635;857;36,1;0,12 ;2.218;984;134;3.336;1.713;34,5;0,12 
2023-03-11 09:00;1.124;505;56;1.685;859;31,6;0,12 ;709;360;40;1.109;589;35,4;0,08 ;1.833;865;96;2.794;1.448;33,0;0,10 
2023-03-11 10:00;1.141;648;74;1.863;1.029;30,6;0,14 ;1.060;689;78;1.827;1.055;31,8;0,15 ;2.201;1.337;152;3.690;2.085;31,2;0,15 
2023-03-11 11:00;1.202;591;58;1.851;967;30,7;0,14 ;1.308;858;68;2.234;1.273;30,0;0,18 ;2.510;1.449;126;4.085;2.240;30,3;0,16 
2023-03-11 12:00;1.225;521;53;1.799;896;31,3;0,13 ;1.268;916;70;2.254;1.324;29,3;0,19 ;2.493;1.437;123;4.053;2.220;30,3;0,16 
2023-03-11 13:00;1.439;592;50;2.081;1.017;31,0;0,14 ;1.328;905;72;2.305;1.331;30,3;0,19 ;2.767;1.497;122;4.386;2.347;30,6;0,17 
2023-03-11 14:00;1.526;805;53;2.384;1.255;28,8;0,18 ;1.351;952;62;2.365;1.370;30,9;0,19 ;2.877;1.757;115;4.749;2.626;29,9;0,18 
2023-03-11 15:00;1.650;770;75;2.495;1.280;27,3;0,18 ;1.451;966;74;2.491;1.425;30,7;0,20 ;3.101;1.736;149;4.986;2.705;29,0;0,19 
2023-03-11 16:00;1.546;878;36;2.460;1.311;25,4;0,18 ;1.589;910;67;2.566;1.394;29,9;0,20 ;3.135;1.788;103;5.026;2.706;27,6;0,19 
2023-03-11 17:00;1.649;763;62;2.474;1.256;27,0;0,18 ;1.509;800;84;2.393;1.286;29,0;0,18 ;3.158;1.563;146;4.867;2.542;28,0;0,18 
2023-03-11 18:00;1.600;707;36;2.343;1.154;25,8;0,16 ;1.573;757;56;2.386;1.223;27,4;0,17 ;3.173;1.464;92;4.729;2.377;26,6;0,17 
2023-03-11 19:00;1.652;775;39;2.466;1.239;24,6;0,17 ;1.451;826;59;2.336;1.265;27,2;0,18 ;3.103;1.601;98;4.802;2.504;25,9;0,18 
2023-03-11 20:00;1.784;795;44;2.623;1.298;25,0;0,18 ;1.622;848;67;2.537;1.341;26,6;0,19 ;3.406;1.643;111;5.160;2.639;25,8;0,19 
2023-03-11 21:00;2.166;950;58;3.174;1.567;21,0;0,22 ;1.754;795;53;2.602;1.302;28,1;0,18 ;3.920;1.745;111;5.776;2.869;24,6;0,20 
2023-03-11 22:00;2.363;842;81;3.286;1.538;20,1;0,22 ;1.666;638;47;2.351;1.116;30,2;0,16 ;4.029;1.480;128;5.637;2.654;25,2;0,19 
2023-03-11 23:00;2.245;658;21;2.924;1.247;27,0;0,18 ;1.342;556;31;1.929;932;32,7;0,13 ;3.587;1.214;52;4.853;2.178;29,9;0,15 
2023-03-12 00:00;2.092;551;23;2.666;1.104;29,5;0,16 ;1.157;396;26;1.579;719;36,9;0,10 ;3.249;947;49;4.245;1.823;33,2;0,13 
2023-03-12 01:00;1.604;439;15;2.058;860;30,3;0,12 ;1.185;332;22;1.539;657;37,4;0,09 ;2.789;771;37;3.597;1.516;33,9;0,11 
2023-03-12 02:00;1.182;320;13;1.515;632;31,9;0,09 ;547;204;24;775;372;38,4;0,05 ;1.729;524;37;2.290;1.004;35,2;0,07 
2023-03-12 03:00;665;228;17;910;416;33,7;0,06 ;332;211;17;560;316;38,2;0,04 ;997;439;34;1.470;732;36,0;0,05 
2023-03-12 04:00;331;212;20;563;321;34,8;0,05 ;325;205;21;551;314;37,3;0,04 ;656;417;41;1.114;634;36,1;0,04 
2023-03-12 05:00;332;173;18;523;279;34,4;0,04 ;492;220;32;744;385;36,0;0,05 ;824;393;50;1.267;664;35,2;0,05 
2023-03-12 06:00;;;;;;;;;;;;;;;;;;;;;
2023-03-12 07:00;;;;;;;;;;;;;;;;;;;;;
2023-03-12 08:00;;;;;;;;;;;;;;;;;;;;;
2023-03-12 09:00;;;;;;;;;;;;;;;;;;;;;
2023-03-12 10:00;835;458;60;1.353;745;29,6;0,10 ;854;596;63;1.513;891;33,1;0,13 ;1.689;1.054;123;2.866;1.636;31,4;0,12 
2023-03-12 11:00;949;570;75;1.594;905;29,1;0,13 ;1.076;942;73;2.091;1.306;29,5;0,18 ;2.025;1.512;148;3.685;2.211;29,3;0,16 
2023-03-12 12:00;1.072;600;54;1.726;938;29,6;0,13 ;1.224;1.108;71;2.403;1.506;27,4;0,21 ;2.296;1.708;125;4.129;2.445;28,5;0,17 
2023-03-12 13:00;1.014;551;53;1.618;873;29,1;0,12 ;1.272;977;61;2.310;1.374;28,5;0,19 ;2.286;1.528;114;3.928;2.248;28,8;0,16 
2023-03-12 14:00;1.288;719;53;2.060;1.110;26,9;0,16 ;1.080;995;67;2.142;1.352;29,8;0,19 ;2.368;1.714;120;4.202;2.462;28,4;0,17 
2023-03-12 15:00;1.488;817;71;2.376;1.281;24,3;0,18 ;1.121;913;79;2.113;1.296;29,4;0,18 ;2.609;1.730;150;4.489;2.577;26,9;0,18 
2023-03-12 16:00;1.518;961;73;2.552;1.435;21,0;0,20 ;1.169;852;77;2.098;1.244;30,5;0,18 ;2.687;1.813;150;4.650;2.680;25,8;0,19 
2023-03-12 17:00;1.705;934;48;2.687;1.423;20,9;0,20 ;1.132;747;83;1.962;1.138;28,4;0,16 ;2.837;1.681;131;4.649;2.561;24,6;0,18 
2023-03-12 18:00;1.480;743;37;2.260;1.161;24,5;0,16 ;1.183;762;66;2.011;1.144;28,9;0,16 ;2.663;1.505;103;4.271;2.305;26,7;0,16 
